,text,title,url
79,I was a smoker for 14 years. I tried to quit several time unsuccessfully. Patches and gum were horrible and quitting cold turkey failed miserably. I started vaping last week of April and 6 weeks later I had my last cigarette. July 2nd I will have not had a cigarette in a month; an addiction of 14 years broke in 6 weeks. I wholeheartedly support vaping.,vaping is how I quit smoking,http://vaping.info/news/2014/vaping-is-how-i-quit-smoking
80,"Vaping has saved my life. I was a heavy smoker for 20 years. I have been vaping for over 2 years now. I am smoke free for 1 & 1/2 years. It took me 6 months to make the switch. I started as a way to keep my car & home from smelling. I quickly realized that was just 1 of many benefits of vaping over smoking. I feel much better as well. No long mornings of hacking. I was destined to be a life-long smoker & knew it would kill me one day, but I couldn’t quit, until… My success with vaping has inspired friends & coworkers to make the switch as well. I feel e-cigarettes are a great life choice for smokers.",Jason,http://vaping.info/news/2014/jason
81,"As a smoker of 30+ years I had been noticing people with e-cigarettes and vaporizers.  My local convinience store had n-joy throw away e-cigarettes on a special buy-one-get-one free special.  On a whim I bought them in place of my regular, daily, pack of cigarettes.  With in a day and a half I found I had not had a tobacco cigarette.  I purchased an e-go and have not looked back.  My husband followed suit and we have both BEEN TOBACCO FREE for over months.  We had tried EVERY available smoking cessation method numerous times and failed with in a month.",On a Whim,http://vaping.info/news/2014/on-a-whim
82,"I started smoking cigarettes daily at age 14. I was a one, to one and a half, pack a day smoker. After many failed attempts at quitting i found myself desperate. I tried the look alike ecigs for a short while, they tasted horrific and looked just like a cigarette. Not long after a new Pack of Cigarettes found there way back into my pocket. After another year or so, I came across an Ego style tank kit. It started off as a crutch, But once I learned about the upgrades I could make it became my long sought after, way out!! I upgraded my tank and found myself without a cigarette since. Without my vaporizer and the broad availability to customize my experience there is Absolutely NO WAY, I would have been able to give up Cigarettes. I have been able to reduce my nicotine intake from 26mg to virtually nothing,(between 2-6mg). I can breathe again, smell again, taste again. Vaping has forever changed my life in a positive way!!","20+ years of cigarettes, until I found My Vaporizer",http://vaping.info/news/2014/20-years-of-cigarettes-until-i-found-my-vaporizer
83,"I started vaping 4 yrs ago in july. Stuck with my ego style ecig for 3 years. It took me a couple of years to totally quit smoking, but I did it. I smoked 3 packs of marlboro a day, sometimes more, and I really didn’t quit for my health. Just couldn’t afford it. In the last year I have noticed that my skin became healthier, my hair has become fuller again, and grows like it did in my 20s. I can also sing better than ever, higher notes are possible now, and that is a first. No weight gain like I had all the other times I tried to quit, so, big plus!! I use only about 2mg of nicotine to get that throat hit, which just means it feels like I am pulling something into my lungs. My lungs feel great!! I was running back and forth across rugged ground to get to an outdoor wedding because my 1 friend who still smokes and has copd could not make it a 3rd of the way, so I was checking on her by the csr, and I wasn’t even out of breath!! And I am 47. So I have snoked for at least 37 years. Smoked my dad’s cig buts by 10. Yes, that is disgusting, but I was hooked bad!! By 12 yrs old I was ward of the court, so I spent 4 years in and out of group homes, and shelter homes, and I could smoke in them. I had the choice of 70 cents a day for chores, or a pack of my favorite cigs. So I can literally say my government hooked me on cigs. This is truth, and if anyone looked into this, I am sure they would see thousands of packs of cigs given to minors.
     So the bottom line is that I have a new , but healthier vise that gets me through my day. No thanks to any government participation.",an unexpected journey,http://vaping.info/news/2014/an-unexpected-journey
84,"I’m a 30 year smoker of over a pack a day.  I started stealing my parents cigarettes back in elementary school, and became daily smoker by the age of 15.  Both my parents were heavy smokers and I watched them both pass away from smoking related illness (cancer), only a few short years apart from each other.  My father had his jaw surgically removed due to cancer.  On his dying bed, my father pleaded with me to quick smoking.   I had tried to quit many times over the years.  I tried cold turkey, used the patch, chewed the nicotine gum, lozenges, and even tried Chantix.  Nothing worked for me.  During Christmas a couple years back, my wife gave me my first e-cigarette, shaped and looked like a cigarette.  I thought it was a novel idea and worked as a crutch in times I could not have a real cigarette.  But I still smoked.  It was not until another family member gave me a more advanced kit did I find my way out.  I did not expect to quit.  Shortly after receiving the gift, I got a nasty fever and was bed ridden for 2 days and relied solely on my new mod/tank as I lay in bed.  It was a very concentrated nicotine level of 36mg/ml.  But it worked!  After I felt better, I went outside to light up a cigarette and it tasted awful!  At that point, I put my cigarettes away and became a “vaper”.  That was 1 ½ years ago and am proud to say that it has been easy for me to reduce my nicotine down to 6mg/ml.  I also lost the taste for tobacco flavorings fairly quickly.  I love desert flavors, fruit flavors, candy flavors and all combinations of these flavors. I feel better than I have in many years.  My lungs are healing and can breathe better.  I can perform more physical activities without getting winded.  My taste buds healed. I can now taste my food again.  I no longer smell like smoke.  My car no longer smells like smoke.  My wife is very happy with this transformation.  I have become an advocate for e-cigarettes and have gotten other friends to make the change, all with similar results.  I am proud to have made the switch to e-cigarettes.  They have saved my life and have saved countless other’s lives.  It has the potential to save millions of lives.  But to what extent will be up to our regulatory agencies.  I agree that regulation is needed.  Overregulation will kill this industry and kill more smokers.  If E-cigarettes were around 20 years ago, I may still have my parents here with me today.  My daughter would have her grandparents.",Testimonial,http://vaping.info/news/2014/testimonial-4
85,"I’m 23 years, and almost 4 years sober. Throughout my life, chemicals have been a REAL problem. For the last few years, my life has been greatly improved with the absence of drugs and alcohol, and the last lingering vestige of my struggle was my inability to quit smoking cigarettes. My dad, my grandpa, and my uncle have all suffered life shortening and severely handicapping health consequences from smoking, and I was well on my way. Last summer, I was introduced to vaping by a classmate, and I haven’t looked back since. My cardiovascular and circulatory systems have shown medically quantifiable improvement because of this, and there have been countless other casual benefits (the absence of odor, for one). This is a tool that I have used to greatly improve my quality of life, and extend my life expectancy. I hope that as a society we can see it only fit to allow our citizens to participate in behaviors that are practical and life enhancing, and as one of the youth of this nation, I fully expect it. The people who make the decisions concerning our freedoms will be remembered at the ballot box for years to come.",Finally Clean,http://vaping.info/news/2014/finally-clean
86,"Hello all you folks over the pond. Don’t know if there is a British Vaping Association but there bloody well should be. I began smoking at 14 and at my tobacco addicted height, was chugging back 1.5 packs a day or 30 cigs a day. I smelt bad, could not taste a thing and had a horrible, hacking cough. I had tried everything to quit, patches, gum, nicotine pills, nothing worked. I was resigned to dying young (I’m now 52) because I could not get off the weed, no matter what.
Then, a very close friend (a former model) died of lung cancer because of her fag (cigarette in British slang) habit and it really shook me. At the same time, a friend suggested I tried vaping. I walked into the vape shop, bought a starter kit and never looked back. I am now smoke free, hate the smell of tobacco smoke, and celebrate every day that I am free at last. On the very first day of vaping, I tore up my fags and threw away all the ask trays, something I would not have contemplated before. I will soon be cutting down to zero nicotine in my vape juice but, quite frankly, am intensely relaxed about when I do. I have not felt this good in 30 years. I have started to exercise, am losing weight and can enjoy sport diving again. It’s a miracle.",My Testimony,http://vaping.info/news/2014/my-testimony-16
87,"I was a pack and a half a day smoker for 44 years.  For twenty years I wanted desperately to quit and tried most every smoking secession method available.  I tried nicotine patches and gum, hypnotism, non-invasive acupuncture, Zyban and Chantix without success.  On March 8th of this year I bought my first electronic cigarette and quit had my last cigarette on March 9th.   E-cigarettes give me the feeling of smoking without most of the harmful compounds that were destroying my lungs since i was 12 years old.  My current nicotine level is 6mg and I have ordered my first zero nicotine level e-liquid this week.   I enjoy vaping but I am not sure if I will continue to vape when I am confident that I won’t return to smoking cigarettes but I think vaping is an important option to those of us are desperate to end our addiction to cigarettes. I understand there may be risks inherent in vaping I am confident that for me they are considerably fewer and less severe than those related to smoking – especially given the damage I have done to my lungs over the years.  While some regulation over the contents of e-liquids would probably be beneficial the current FDA proposal seems to go much to far and may eventually reduce the options smokers have to help themselves stop smoking.  This would be unwise and unhealthy.",Director of Shared Servies,http://vaping.info/news/2014/director-of-shared-servies
88,"I’ve been smoking heavily for years and tried quitting so many times. Smoking made me depressed. Just the thought of waking up each day and inhaling something all day long that makes me ill and will likely cause my death really got to me. I was one of the first to try a e-cig back when the cig-a-likes came out. I was very disappointed to say the least and went back to smoking. But when the ego’s came out I tried again and BOOM like a miracle I quit tobacco within 3 days and never looked back…. Seriously it is like a miracle and I’m so grateful that I have this alternative! For anyone wondering: No, I don’t crave cigarettes at all anymore! It takes time to fully change from smoking to vaping but stick with it…. I first used e-cigs to take the edge of the cigarette craving…. Now I can’t even think of smoking a cig….. Vaping has become my cigarette….PERIOD.",Its a true Miracle,http://vaping.info/news/2014/its-a-true-miracle
89,"When I bought my 1st e-cig, I did so for ONE reason; and, that reason ONLY: I’d gotten stuck in Wal-Mart one time too many, around “19 million screaching rug-rats, not a one of who’s parents was doing ANYTHING to even TRY to control them…” I had several sets of tubes in my ears as a child; and, that high-pitched shreak that kids seem to love to make (as well as key cutting machines) feels like someone driving an ice pick into my ear drums. Also, at 60, I come from an era where parents were actually expected to either keep their kids under control in public; or, leave them with a sitter until the kid was old enough to be controllable! Having kids was seen as taking on a responsibility – rather than just a bodily function… None of this mixes well with “growing fangs” for a nicotine “fix” – something of an understatement… I’m one of those folks who lost ALL interest in even trying to quit smoking when the push to harass smokers out of existence began. Prior to that point, my (occasional; but, sole) motivation had been my not liking the idea of “being controlled” by ANYTHING. When they started trying to force folks to quit, though economics, social engineering, and restriction of places we could smoke, it just resulted in my becoming an even more adamant smoker! When they started jacking the prices up to absurd levels, my “solution” was to invest in a 440# case of unprocessed “strip tobacco.” After about a week of smoking this unprocessed tobacco, I bought a pack of the brand I’d been smoking about 2 cartons a week, for going out to a dinner with some friends. After just 2 drags, I gave that pack to my friend’s wife, went to the car, got some of my rolled cigarettes, instead. The manufactured cigs tasted like they’d been soaked in floor stripper! (Now, I know why – the 4,000+ chemicals that cigarette manufacturers add in the “paper making process” that tobacco goes through to be turned into cigarettes.) When I had to sell my house, I went back and bought 3 more cases. I literally have “a lifetime supply” of tobacco; and, my only on-going cost was about $60/yr for ground clove; and, about $100/yr. for rolling papers.  I’d found a juice that was really tasty (50% orange-pineapple and 50% clove); so, I’d upgraded a step from those junk cig-a-likes; and, occasionally vaped even when it wasn’t my only option. My hands give me a lot of trouble; especially during cold weather. I keep them usable during such times by 1st cleaning them with 1 tsp. of 68% calcium hypochlorite (1 specific form of “pool shock”) dissolved into 8oz of distilled water; followed by a mix of 50% DMSO and 50% distilled water. Straighten my hands out FAST! (Warning – in case anyone decides to try this: DMSO will draw anything that’s on the skin into the bloodstream. I’ve found that pre-cleaning w/calcium hypochlorite has always been safe for me. NEVER use DMSO without pre-cleaning the area; and, ***NEVER*** use anything like hand sanitizer, rubbing alcohol, etc. as a pre-cleaner!!! Folks doing so was what gave DMSO an unjustified bad-rap years ago…)  There was a pretty bad cold front here during Feb. 2013; and, I couldn’t find where I’d put my DMSO. To make matters worse, the roads were too bad for me to be able to get into town to buy another bottle of it.  My hands were so sore that rolling cigarettes really hurt; but, I was doing it, anyway. THEN, it occurred to me to try to just get by with vaping until I could find my DMSO; or, get out to get more. I wound up vaping exclusively for about 4 days. I was able to find my DMSO, got my hands straightened out, grabbed my rolling kit, and lit the first one I got rolled. At first, I thought I must’ve rolled something that a rodent had used the bathroom on! I went out and got a fresh batch, cleaned it, and rolled it. It tasted just as bad!!! I tried for about a week to wean myself back over to my cigarettes; but, after that, I just gave up and accepted the fact that I was now “a vaper,” instead of a smoker…  There are 2 factors to which I attribute this unintended switch: 1) FLAVORS and 2) the fact that I was vaping high (36mg/ml) nic juice; since, I’d bought it just for “quick fixes” in places where I couldn’t light up when I needed to… If either hadn’t been the case, I’d still be happily smoking away.      It’ll soon be of June, 2014; and, I haven’t even tried to smoke since Feb. 2013. Even though I sometimes “chain vape,” I’ve slowly eased back to the point where most of my juice is in the 15 mg/ml range. (I blend most of my own juices; so, I have complete control over my mixtures.) Since it IS “strictly up to me,” I’ve been slowly working my way on down towards 0 mg/ml, at a pace that avoids my “growing fangs.” When I reach that point, maybe I’ll quit; maybe I’ll continue to vape 0 nic, just so I won’t start gaining weight…      I feel like throwing something at my tv set when the “flavors attracts children” idiots come on, blathering their same, tired, garbage to the “sheeple” who refuse to think for themselves. 1) I’m 60 yrs. old; and, my taste buds still work just fine! Had it not been for the flavor difference, I’d still be smoking!  2) If parents don’t want their kids to get hooked on nicotine, they need to take responsibility for their own off-spring. If people don’t want the responsibilities associated with parenthood, they need to be more sexually responsible; or, that failing, put the resulting offspring up for adoption.      Most of what I typed is probably counter-productive; since, the bottom line in this attack on vaping has nothing what-so-ever to do with “protecting” anyone except the industries who’s profits are being threatened by e-cigs; or, who want to monopolize it if they can’t kill it. Given that studies have already proven that vaping produces no harmful 2nd hand chemicals (with “2nd hand smoke being one of their primary excuses for harassing smokers); given vaping’s unparalleled results in getting people off of cigarettes; given the dangers associated with garbage like Chantix and Wellbutrin; and, given the dangers associated with the obesity that so often follows quitting smoking, any LEGITIMATE agency would do everything in their power to HELP this fledgling avenue for folks to get away from Big Tobacco’s crap. Those who brought us toxic wastes such as Aspartame and Fluoride (toxic waste) couldn’t care less what’s good for us – only what’s good for Big Pharma!","42 1/2 yr. HEAVY smoker, who can no longer stand the taste of cigarettes.",http://vaping.info/news/2014/42-12-yr-heavy-smoker-who-can-no-longer-stand-the-taste-of-cigarettes
90,"Today marks 108 days without a cigarette (3,240 unsmoked tobacco cigs) for me. I had a horrible smokers cough that developed after my 30+ yr “social smoker” habit became a 1 1/2 pk a day habit. It kept me up at night and I got to where I couldn’t even laugh without feeling like I was going to hack up a lung. And for someone like me, who loves to laugh, this was miserable. In addition to this, on July 31, 2012, I was told that I had stage III Inflammatory Breast Cancer. IBC is the most deadly form of breast cancer and the prognosis is rarely good. The five year survival rate is very low. I’m a single mother of a seven-year-old boy and I have no family, but I fought. After 16 weeks of two different kinds of chemo, a Radical Bilateral Mastectomy, & 8 weeks of intense radiation, I was declared N.E.D. (No Evidence of Disease). One of the things my doctor told me to do besides exercise, eating right and taking my medicine is to quit smoking. He said if I could get through all “that” that I was strong enough to quit. I told him it was the smoking that helped me get through all “that.” Nevertheless I tried… just about everything  –including cheap “gas station” ecigs –with no success. Then, this past January, I bought my 1st ego kit. A little 650 mah & a CE4 tank.  I struggled a little at first, but I stuck with it. Not only that, but I spent hours online studying. I was a sponge. Still am.
I’ve gone from 12 mgs of nicotine ejuice to 8… to 6…to 4… and many days I Vape 0 nicotine. Yes, I’m addicted to Vaping, but smoking was never this much fun and it certainly never tasted this good. My Oncologist is 100% behind me, my son is happier, my house, car, clothes & breath have never smelled better and I can breath again. I’ve made so many new friends from all over the world because of Vaping. Cigarettes never did that.  I’ve even learned how to build my own coils and make my own juice; safely and economically.
And as I sit here & type this, tobacco free, I can’t help but feel thankful for this technology and proud of how far I’ve come. Again, that’s 108 days smoke free. …3,240 tobacco cigarettes not smoked. …$907.20 not spent on tobacco.
($252 avg per month) ….13 days 12 hours more I get to spend with my kid unless something else kills me. ",Laughing again…all the way to the bank,http://vaping.info/news/2014/laughing-again-all-the-way-to-the-bank
91,"I was a smoker for 20 years, and never smoked a “light” cigarette. I just happened to wander into a Vapor store in my home town that was beside a mattress store my wife and I were at one night. I went in a got somewhat educated on what I should start with and walked out of the store with a typical starter kit to get me going. I smoked one more cigarette that night and one more the next morning and and havent smoked one since. This was 8 months ago and I havent felt this good in a long time. I can breathe better, I can smell, and I can taste things again. No morning hacking and coughing either. My wife says I am not snoring as much either. She also loves the fact that I dont stink anymore. Vaping has truly changed my life for the better. I have gone down to 3 mg of nicotine and plan to go to zero nicotine in the next few weeks. This is by far the easiest way to STOP smoking and STAY STOPPPED. No gums or patch or pill will ever compare.",quit smoking in one day,http://vaping.info/news/2014/quit-smoking-in-one-day
92,"I subsidized Big Tobacco for 36 years.  Like so many smokers (and I find this ironic in the present) I started as a child, with Marlboro 100s for the first 13 years, then rolling Top Tobacco (single mom here) for the last 23.  I had no other health issues at my full check up in 2012 except for the first signs of COPD on my lungs.
Neither of my adult children smoke, nor did they ever get their hands on my lighters or cigs when I smoked.  My daughter got me a cigalike, which helped but only kept me dual using (also common).
Then my son got me an Ego, and that worked for good.  I have been smoke free for 3 and a half months, started with vanilla flavor, then found my perfect all day vape in pina colada flavor, but I also like raspberry, blueberry, melon and fruit blends (not citrus) in general.  Did not like cotton candy, but I dont like that in real life either.  40 pg 60 vg juices from my local vape shop; child proof caps and labeling and all.
I think what works about the flavors is they disassociate our fix of nicotine from ashtray and/or menthol flavors.  This product is marketed to smokers who could not quit any other way, or did not want to quit but found it easy for a change.
I was already an active, walking kind of person, but my sense of smell and taste are even better.  I had been just beginning to lose my breath coming up hills, and that went away almost immediately.  My daughter used to flinch away from me when I sat down beside her; once I started vaping, she quit doing that.  My granddaughters like that I smell like vanilla and fruit, and my family is proud of me – my parents didnt smoke, but all 6 of us kids took it up, and only one of us managed to quit without help.  I have been telling every smoker I know about this, NOT in a preachy way, but most smokers by the age of 50 notice what smoking is doing to them, have tried NRTs and relapsed, and are thus more receptive when a former smoker tells them vaping is not just another false hope.  I think we should save all the smokers we can while the FDA waffles…word of mouth is what works, keep the Big Boys losing money and keep local small businesses (vape shops) open.  Keep the money in our own states and communities, because we are consumers, voters, and adults, and we should all keep doing what they do until vaping drives killer cigs into finally being snuffed out for good
The government wont do this for us, but We The People CAN.   Vape on!",My Testimony,http://vaping.info/news/2014/my-testimony-15
93,"When I first discovered e-cigarettes back in 2009 it was never about quitting, and to be honest I knew very little about the concept of harm reduction. It was the fact that here’s a gadget that makes what looks and feels like smoke, yet not being smoke. There was a WOW!! factor. Over time I found myself vaping more often than smoking, and I enjoyed the sensation and taste more. I’m what you would class as a “dual user”, I still smoke from time to time, and I have absolutely no embarrassment in that fact. I still really enjoy smoking. For me, every time I vape is a regular cigarette not smoked. Vaping as it is, with the choice of product and flavour available as well as the community that has grown up around this new pastime helps me forget that I do smoke because I have found that I enjoy the sensation of vaping, more so than traditional smoking.",A more than adequate alternative,http://vaping.info/news/2014/a-more-than-adequate-alternative
94,"Hi. I still smoke, but the amount by which I do and my attitude towards cigarettes has changed enormously. I find I still smoke socially when offered but find myself vaping when my device is with me. Not a huge/smoker or vapour but it makes a massive difference to me that when I do have an incline to smoke I can vape.",Been a real change for me,http://vaping.info/news/2014/been-a-real-change-for-me
95,"I started smoking at age 15. I couldn’t go 5 minutes without one. I couldn’t go anywhere that didn’t allow smoking, from restaurants, family events, hotel rooms,you name it they disallowed it I avoided it. I smoked 2 packs a day every day. I spent roughly $100 a week on tobacco. I panicked when my carton of smokes would hit the two pack mark & would rush back to the store to buy another carton. I was smoking more than ever before although my health was failing me.  I had serious ear & sinus infections that would not go away. My allergies were out of control. My respiratory tract & immune system was fighting me every second of every day. I was sick constantly; bronchitis, allergies, sinus & ear infections, just to name a few health problems. I wont mention being diagnosed with high blood pressure at age 30 something. EVERY.SINGLE.WEEK. I was ill and at my doctors office. I coughed before bed every night & every morning when I awoke. I attempted to quit smoking AT LEAST half a dozen times. Once with gum, once with patches, once with big pharmas drugs, then back to patches. Nothing was working, I only gained the desire to smoke more, I gained tons of weight. All of this despite disliking the way cigarette smoke smelled, despising..no, hating the way tobacco cigarettes taste. …In February of 2014 I learned a lot of POSITIVES about e-cigarettes & vaping. I’d heard of these methods before but they were horror stories. I heard real stories from real people, those who quit analogs. Quit tobacco forever. It didn’t take long to try out true “e-cigarettes”, the pen like electronic devices with cartridges. I knew these were close enough to get me on the road to the BIG QUIT. It didn’t take a week to find a battery and a clearomizer, dessert flavored e-liquid & I then knew, I could put down the analogs forever. I stepped down from a 24mg to 18mh 10 12mg eliquid & I am on the downward nicotine spiral. Although, I ENJOY vaping. I LOVE the sweet flavored liquids. I love my mods.  Not two weeks after my 41st birthday I quit analogs for good. Its been over 2 months now without smoking ONE SINGLE CIGARETTE. My health has improved 100%, not one infection since I quit. No more stinky clothes, no more stinky car. I can taste my food! I am not popping ANY allergy meds this Spring, a first living in the South! Ive gained no extra weight! No more spending hours at the doctors office for steroids & antibiotics, nasal sprays & ear drops, no more blood pressure spikes no hand full of pills two, three four times a day to keep whatever illness at bay. No more hundreds of dollars blown every month on illness or my habit. My husband quit alongside of me just a few days after I did.  We feel so much younger & so much healthier. My doctors are thrilled.  I am so much happier. My husband is so much happier. Our children couldn’t be more pleased. Dozens of our friends vape and no longer use tobacco. We have taken back control of our lives that once revolved around tobacco. No more. #IMPROOF vaping is safer. #IMPROOF vaping works.",Vaping Helped My family Kick the Habit!,http://vaping.info/news/2014/vaping-helped-my-family-kick-the-habit
96,"Home
    Recommended Pages
    About
    Ask Me
    Archive
    RSS Life and times of a Vaper Life and times of a Vaper A Declaration Seeking Life, Liberty and the Pursuit of Happiness. Always Fight for your Rights! #CASAA #GimmArmy #Ecigs #EcigsSaveLives #IMPROOF #KCAVO
Permalink
About I gave up a 28 year relationship with cigarettes and cigars on February 6, 2013. My Dad saw me quit tobacco just four weeks before he died from lung cancer. He tried ecigs before I did and encouraged me to quit. He gave me his kit because it was too strong for him and he was too far gone by then. I smoked a pack a day for 28 years and quit overnight thanks to ecigs. Seriously, electronic cigarettes or e-cigs are my Declaration Seeking Life, Liberty and the Pursuit of Happiness… from tobacco.  I started smoking cigarettes as a young teenager and later added cigars to the mix.  I found ecigs and the rest is history.  My family really appreciates the fact that I don’t stink and I just might live a little longer.  My overall health has improved tremendously.  I can now walk and run for extended periods without complications from smoking combustible tobacco.  My sinus issues have all but dissapeared completely and my snoring… well that’s another story.   Electronic cigarettes have saved me in so many ways that I cannot explain here.  My only hope is to help smokers switch to ecigs and give back to the community that supported me. #kcavo #IfYouVapeAdvocate #EcigsSaveLives #IMPROOF",I smoked a pack a day for 28 years and quit overnight thanks to ecigs.,http://vaping.info/news/2014/i-smoked-a-pack-a-day-for-28-years-and-quit-overnight-thanks-to-ecigs
97,I am 51 years old and been smoking since I was 16. I was up to smoking 3 packs a day  with COPD and using an inhaler 4 times a day. After 1 month of vaping no cigarettes and doctor says my lungs are the clearest they have been in 10 years.,3  packs a day now none,http://vaping.info/news/2014/3-packs-a-day-now-none
98,"I was a pack a day smoker for 10 years, on and off for 15. My first cigarette was at 12 years old. I loved smoking, but not as much as I love vaping. I always knew the negative side effects of smoking, but I ignored them until I no longer could. My smokers cough, the things I would hack up every morning, the first breath waking up after a night out, getting winded while playing with my dog or my daughter and the way I smelled. I tried to quit smoking dozens if not hundreds of times. When electronic cigarettes first came on the market, I tried all of them, the disposable cigalikes, the blu starter kits, I tried with the gum and the patch too. I always went back to cigarettes. I would find myself pulling into a gas station, buying a pack, lighting up, and being disgusted with myself. I should have had more willpower. I didn’t even enjoy them. One night, my friend let me try his ego style battery with a Protank 2 and his mechanical mod and RDA. Wow. I never knew this side of electronic cigarettes. I tossed my Camel Blues the next day and bought a starter kit. I haven’t had a cigarette since. In my first month of vaping I bought multiple batteries, tanks and flavors of juice. I never knew quitting cigarettes could be so fun! I never knew that “e-cigs” could be so satisfying, and so much MORE satisfying than traditional tobacco cigarettes. Vaping has since become a hobby, much like cooking, building models and photography. It has become a way to express my individuality. My personal healthy and quality of life has improved ten fold. I can play with my dog longer without getting winded, I can keep up with my daughter, I can run, take a full breath and taste food again. I will never smoke another cigarette again, unless, the current proposed FDA regulations go into affect and kill the e
cig market. The new regulations will make it possible for only big tobacco to have a place in the market as they are the only ones who can afford to pay the application fees, and have such few electronic cigarette products on the market. I don’t want to smoke another cigarette as long as I live, I want to keep vaping and I should be able to do that as a free American.",Vaping changed my life,http://vaping.info/news/2014/vaping-changed-my-life-3
99,"I was a 33 year smoker and ended at being a 2 pack a day smoker.  I got a chest cold and was craving nicotine and couldn’t inhale a cigarette.  I bought a Blue e-cig and it worked for me.  Then after a week I thought, maybe I’ll stick with it. WE Then I started to notice I was using 2 Blues a day.  I thought well that’s too expensive.  I then found a shop that had Kanger EVOD starter kits and found flavors.  At this point I realized that one, I could breath, two, my house, clothes and car no longer smelled like an ashtray.  The next thing I noticed was my sense of taste and smell improved drastically.  The REAL difference came at my job.  I do apartment maintenance, and when I smoked if I was to move a refrigerator up three flights of steps, I would be out of breath, have to stop at each floor and recover and sweating my you know what off.  Just the other day I moved a refrigerator to a third floor apartment.  Three flights of steps, no stopping at each floor, not out of breath and barely broke a sweat.  I have also become such a believer in vaping over smoking, that a friend and I have recently opened an E-Cig store.  I have quit smoking in the past.  I tried cold turkey, gum, patches and the longest I ever quit for was 9 months.  I am at 17 months vaping and will NEVER go back to cigarettes.",Quit Smoking and started Vaping,http://vaping.info/news/2014/quit-smoking-and-started-vaping
100,"I know my time intervals aren’t going to sound as amazing as most. But I’ve been smoking a pack to a pack and a half a day since I was 13, that’s 7 years. I tried e cigs before the term vaping was coined and it helped for a little while, but never helped me stop smoking. After seeing all these eGo’s all over the place, and trying a few, I decided to give it another whirl with low expectations; it was really just to slow down, or even for fun. I quit smoking the first week I got my eGo, about 2 months ago. Now it’s a hobby, with mechanical mods, making my own juice and so on! The thing that I think separates my story from the rest is how many people I got to willingly follow my path. My aunt (a pack and a half to two packs a day for 35+ years), my uncle (who had to quit because of a heart attack, and still couldn’t stop; 40+ years), my mom (a pack to two packs a day for 30 years), my cousins fiance (a pack a day for 10 years), and various friends. Vape on yall, don’t let the FDA take away our freedom to better ourselves!",Didn’t even use vaping as an atlernative and I still quit,http://vaping.info/news/2014/didnt-even-use-vaping-as-an-atlernative-and-i-still-quit
101,"I was a 30 year smoker of a pack a day until July 2011. I tried quitting 5 times through the use of Nicotine Gum, Nicotine Patch, Chantix, and cold turkey. None were effective and ultimately led to me returning to tobacco cigarettes. Through the use of e-cigs I have been “TOBACCO FREE” ever since without any thought of relapsing to cigarette use nor any ill health effects. Don’t let the FDA keep me from getting my vape on!!",3 years No Tobacco,http://vaping.info/news/2014/3-years-no-tobacco
102,"I am an ex smoker because of vaping. I smoked 1 pack a day for 42 years. I started vaping on Feb 20, 2014 and have not smoked a cigarette since. That equates to 75 days tobacco free, over 1,500 cigarettes not smoked and over $450.00 saved from not buying a $6.00 pack every day.
I no longer smell like an ashtray, I do not get burn holes in my clothing and I do not need to worry about causing a fire from a discarded cigarette.
I feel 100% better, my sense of taste and smell has returned to normal.
The best part is my wife enjoys kissing me again and my kids don’t think I smell “icky” when we hug.
Vaping has changed my life that will last longer than if I was still smoking.",Vaping Works,http://vaping.info/news/2014/vaping-works
103,"I had my first puff of a cigarette at around 13 years of age. As soon as I got into high school, I became a regular smoker because everyone I hung out with was a smoker. That was 14 years ago. I started vaping so that my kids wouldn’t get the harmful second hand smoke from either being next to me or me having it on my clothes when I came back in the house. Even though I am have only been vaping for about a month now, I can no longer stand the smell of a conventional cigarette. I have no regrets since I started vaping. It saved my kids from harmful chemicals and it is saving my life so that I will be around from my kids for a very long time to come.",My Testimony,http://vaping.info/news/2014/my-testimony-14
104,I tried a friend’s vapor & liked it. After that I started buying the disposable flavored ecigs with 700 puffs at the gas station in Aug 2013. I bought five different flavors & decided at $8 a pop I should get an electric vapor with refillable ejuice. I haven’t smoked tobacco since I bought my first disposable ecig Aug 2013 & haven’t been tempted to go back to tabacco. I enjoy a variety of flavors. Tobacco free for 9 months!,Vaping helped me stop smoking,http://vaping.info/news/2014/vaping-helped-me-stop-smoking
105,"I had been smoking for 30 years, quit too many times to count.
Have been Vaping for 3 months now. WILL NEVER GO BACK TO ANALOGS !!!! (cigarettes)",Vape On,http://vaping.info/news/2014/vape-on-2
